Title,URL,Assignees,Status,Labels
Authentication: Login Page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/55,"HaruspexSan, Hydraneut",Feature Archive,"🟧 priority: high, Est Size: 5, Real Size: 5, topic: backend, topic: frontend, topic: Security 🔒, type: feature ✨"
Frame Application Screen: Implement Details Page ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/54,IngoSternberg,Feature Archive,"🟧 priority: high, Est Size: 5, Real Size: 5, topic: frontend, type: feature ✨"
Automate the bill of materials,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/52,Hydraneut,Feature Archive,"🟩 priority: low, Est Size: 3, Real Size: 3, topic: documentation 📝, topic: Tool 🔧, type: feature ✨"
Set up Tailwind,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/48,IngoSternberg,Feature Archive,"🟥 priority: critical, Est Size: 2, Real Size: 2, topic: frontend, topic: Tool 🔧, type: feature ✨"
Navigation/Routing,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/47,KonsumGandalf,Feature Archive,"🟥 priority: critical, Est Size: 3, Real Size: 5, topic: frontend, type: feature ✨"
Frame Application Screen: Facilities Overview,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/46,"IngoSternberg, PatrickSchm1dt",Feature Archive,"🟧 priority: high, Est Size: 3, Real Size: 2, topic: frontend, type: feature ✨"
Frame Application Screen: Order Form,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/45,PatrickSchm1dt,Feature Archive,"🟧 priority: high, Est Size: 3, Real Size: 5, topic: frontend, type: feature ✨"
Frame Application Screen: Homepage (Facilities with errors),https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/44,"HaruspexSan, Hydraneut, IngoSternberg, PatrickSchm1dt",Feature Archive,"🟥 priority: critical, Est Size: 3, Real Size: 5, topic: frontend, type: feature ✨"
Maintenance of architecture overview,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/41,HaruspexSan,Feature Archive,"🟩 priority: low, Est Size: 5, Real Size: 2, topic: documentation 📝, type: feature ✨"
Connect Frontend to Backend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/102,KonsumGandalf,Feature Archive,"🟧 priority: high, Est Size: 8, Real Size: 8, topic: backend, topic: frontend, type: feature ✨"
Authentication: Github Login,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/75,"HaruspexSan, Hydraneut",Feature Archive,"🟨 priority: medium, topic: frontend, type: feature ✨"
Connect Siemens API to the IoT service,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/83,"KonsumGandalf, Persists",Feature Archive,"🟧 priority: high, Est Size: 5, Real Size: 5, topic: backend, type: feature ✨"
Setting up Prisma,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/43,Persists,Feature Archive,"🟨 priority: medium, Est Size: 3, Real Size: 3, topic: backend, topic: Tool 🔧, type: feature ✨"
Automate release process,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/42,"KonsumGandalf, Sabo2k",Feature Archive,"🟨 priority: medium, Est Size: 5, Real Size: 5, topic: CI/CD, type: feature ✨"
Build process review,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/31,"HaruspexSan, Hydraneut, IngoSternberg, KonsumGandalf, PatrickSchm1dt, Persists, Sabo2k",Feature Archive,"🟧 priority: high, Est Size: 3, Real Size: 3, topic: documentation 📝, type: feature ✨"
Deployment of the Application to a free Infrastructure,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/25,"HaruspexSan, Hydraneut, IngoSternberg, KonsumGandalf, PatrickSchm1dt, Persists, Sabo2k",Feature Archive,"🟨 priority: medium, status: label required 🏷, topic: CI/CD, type: feature ✨"
Config service for NEST,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/14,Persists,Feature Archive,"🟧 priority: high, Est Size: 3, Real Size: 5, topic: backend, type: feature ✨"
Config based service implementation in Angular,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/13,"IngoSternberg, KonsumGandalf, PatrickSchm1dt",Feature Archive,"🟧 priority: high, Est Size: 3, Real Size: 5, topic: frontend, type: feature ✨"
Nx Setup,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/12,"KonsumGandalf, Persists",Feature Archive,"🟧 priority: high, Est Size: 3, Real Size: 5, type: feature ✨"
GitHub Pipelines,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/10,KonsumGandalf,Feature Archive,"🟨 priority: medium, Est Size: 2, Real Size: 5, topic: CI/CD, type: feature ✨"
Fill in the bill of materials,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/8,Hydraneut,Feature Archive,"🟧 priority: high, Est Size: 2, Real Size: 2, topic: documentation 📝, type: feature ✨"
Software architecture document,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/7,"HaruspexSan, Sabo2k",Feature Archive,"🟧 priority: high, Est Size: 5, Real Size: 5, topic: documentation 📝, type: feature ✨"
Research of fundamentals,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/3,"HaruspexSan, PatrickSchm1dt, Sabo2k",Feature Archive,"topic: backend, topic: documentation 📝, topic: frontend, topic: Tool 🔧, type: feature ✨"
Create T-shirt mockup,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/2,lamara11,Feature Archive,"topic: documentation 📝, type: feature ✨"
Design and upload team logo,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/1,shahraz1998,Feature Archive,"topic: documentation 📝, type: feature ✨"
Case CRUD Operations Frontend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/104,"PatrickSchm1dt, Sabo2k",Awaiting Review,"🟧 priority: high, Est Size: 8, topic: frontend, type: feature ✨"
"Description of the product on homepage, Fill about and legal information",https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/111,PatrickSchm1dt,Awaiting Review,"🟨 priority: medium, Est Size: 2, topic: documentation 📝, type: feature ✨"
Error handling in backend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/109,Sabo2k,Awaiting Review,"🟨 priority: medium, Est Size: 5, type: feature ✨, type: Refactoring 🛠"
Cases Details Page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/147,HaruspexSan,Awaiting Review,"🟧 priority: high, Est Size: 3, topic: frontend, type: feature ✨"
Validation of selection boxes in Orders form,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/80,PatrickSchm1dt,In Progress,"🟧 priority: high, Est Size: 3, topic: frontend, type: feature ✨"
Content: Cases screen,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/144,Hydraneut,In Progress,"🟨 priority: medium, Est Size: 3, topic: frontend, type: feature ✨"
Set the attributes for the cases,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/137,Hydraneut,In Progress,"🟨 priority: medium, topic: backend, type: feature ✨"
Workshop: Database Seeding,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/138,"HaruspexSan, Persists",In Progress,"🟧 priority: high, Est Size: 1, topic: backend, topic: CI/CD, topic: frontend, type: support"
Service-like feature for FE pages of facilities to BE,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/82,"IngoSternberg, Persists, Sabo2k",In Progress,"🟧 priority: high, Est Size: 5, topic: backend, topic: frontend, type: feature ✨"
Support: Assist in BE and FE integration,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/148,KonsumGandalf,Sprint Backlog,"🟨 priority: medium, Est Size: 1, topic: backend, topic: frontend, type: support"
Connect IoT service to local service,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/110,Persists,Sprint Backlog,"🟨 priority: medium, Est Size: 8, topic: backend, type: feature ✨"
Frame Application: Create order from facilities with errors,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/53,"IngoSternberg, PatrickSchm1dt",Feature Archive,"🟧 priority: high, Est Size: 5, topic: frontend, type: feature ✨"
Update README.md to provide entry point to the project,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/40,,Product Backlog,"🟥 priority: critical, topic: documentation 📝, type: feature ✨"
Add filter options for the cases page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/154,,Product Backlog,"🟧 priority: high, topic: frontend, type: feature ✨"
Show warnings/notifications,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/146,,Product Backlog,"🟧 priority: high, topic: frontend, type: feature ✨"
List all open and closed cases in the Cases Page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/135,,Product Backlog,"🟨 priority: medium, duplicate, topic: frontend, type: feature ✨"
Connect cases details page to backend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/160,"HaruspexSan, PatrickSchm1dt",Product Backlog,"🟨 priority: medium, topic: backend, topic: frontend, type: feature ✨"
Adjust data collected in the cases form ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/140,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Implement case update / delete,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/161,"HaruspexSan, PatrickSchm1dt",Product Backlog,"🟨 priority: medium, topic: backend, topic: frontend, type: feature ✨"
Show actual pump data on the charts in details page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/158,,Product Backlog,"🟨 priority: medium, topic: backend, topic: frontend, type: feature ✨"
Add troubleshooting section to the wiki,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/159,,Product Backlog,"🟨 priority: medium, topic: documentation 📝"
Label Components properly in Create Case Page with CSS,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/153,,Product Backlog,"🟨 priority: medium, topic: frontend, type: Refactoring 🛠"
Adjust Facilities in backend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/141,,Product Backlog,"🟨 priority: medium, topic: backend, type: feature ✨"
Refactor Frontend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/100,,Product Backlog,"🟨 priority: medium, topic: frontend, type: Refactoring 🛠"
Adjust cases overview to event list,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/142,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
State Management in frontend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/136,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Adjust timestamps,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/84,Persists,Product Backlog,"🟨 priority: medium, Est Size: 3, topic: backend, topic: frontend, type: feature ✨"
Function implementation: check if Pump is faulty,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/66,,Product Backlog,"🟨 priority: medium, topic: backend, type: feature ✨"
Function implementation: check if Pump is suspicious ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/65,,Product Backlog,"🟨 priority: medium, topic: backend, type: feature ✨"
User login using Github account via OIDC provider ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/30,"HaruspexSan, Hydraneut",Product Backlog,"🟨 priority: medium, Est Size: 5, topic: backend, topic: frontend, type: feature ✨"
Write tests for frontend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/101,,Product Backlog,"🟨 priority: medium, topic: Test/QA 🔍"
Redesign the detailed view page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/63,,Product Backlog,"🟨 priority: medium, duplicate, topic: frontend, type: feature ✨"
Refresh button on all pages,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/64,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Signal handling workshop,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/118,KonsumGandalf,Feature Archive,"🟧 priority: high, Est Size: 1, Real Size: 1, type: support"
Display mocked data for the facility attributes not stored in the backend,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/156,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Angular 18 Update,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/157,,Product Backlog,"🟨 priority: medium, topic: backend, topic: frontend, type: feature ✨"
Enable Theme switching,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/143,,Product Backlog,"🟩 priority: low, topic: frontend, type: feature ✨"
Authentication: Reset Password,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/56,,Product Backlog,"🟩 priority: low, topic: backend, topic: frontend, topic: Security 🔒, type: feature ✨"
Authentication: Emails,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/57,,Product Backlog,"🟩 priority: low, topic: frontend, type: feature ✨"
Setup Development Environment,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/9,,Product Backlog,"duplicate, topic: backend, topic: CI/CD, topic: frontend, topic: Tool 🔧, type: feature ✨"
Implement frame application design using iX,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/28,,Product Backlog,"duplicate, topic: frontend, type: feature ✨"
figma concept - ix Figma Library,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/26,,Product Backlog,"duplicate, topic: frontend, type: feature ✨"
