Title,URL,Assignees,Status,Labels
Frame Application Screen: Implement Details Page ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/54,,Product Backlog,"🟧 priority: high, topic: frontend, type: feature ✨"
Redesign the detailed view page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/63,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Switch from card view to event list view in the List all facilities page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/62,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Add Favicon in App,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/58,,Product Backlog,"🟩 priority: low, topic: frontend, type: feature ✨"
Setup Development Environment,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/9,,Product Backlog,"🟧 priority: high, Est Size: M, topic: backend, topic: CI/CD, topic: frontend, topic: Tool 🔧, type: feature ✨"
Implement frame application design using iX,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/28,,Product Backlog,"topic: frontend, type: feature ✨"
Authentication: Login Page,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/55,,Product Backlog,"🟧 priority: high, topic: backend, topic: frontend, topic: Security 🔒, type: feature ✨"
 Implement Mock Server for IOT Timeseries API in NestJS,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/29,,Product Backlog,"Est Size: L, topic: backend, type: feature ✨"
Update README.md to provide entry point to the project,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/40,,Product Backlog,"topic: documentation 📝, type: feature ✨"
User login using Github account via OIDC provider ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/30,,Product Backlog,"🟨 priority: medium, topic: backend, topic: frontend, type: feature ✨"
Authentication: Emails,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/57,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Authentication: Reset Password,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/56,,Product Backlog,"🟨 priority: medium, topic: backend, topic: frontend, topic: Security 🔒, type: feature ✨"
Refresh button on all pages,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/64,,Product Backlog,"🟨 priority: medium, topic: frontend, type: feature ✨"
Function implementation: check if Pump is suspicious ,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/65,,Product Backlog,"🟨 priority: medium, topic: backend, type: feature ✨"
Function implementation: check if Pump is faulty,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/66,,Product Backlog,"🟨 priority: medium, topic: backend, type: feature ✨"
figma concept - ix Figma Library,https://github.com/amosproj/amos2024ss01-xcelerator-demo-app/issues/26,,Product Backlog,"status: label required 🏷, topic: frontend, type: feature ✨"
